Record Count,Loaded to Repository,Survey,Year,Species Code,Common Name,Scientific Name,Stratum,Stratum INPFC Area,Stratum Min Depth (m),Stratum Max Depth (m),Stratum Description,Stratum Regulatory Area Name,Stratum Type,Length (mm),Number of Males,Number of Females,Number Unsexed,Total Number
1,2017-09-25 17:29:30,GOA,2011,21740,walleye pollock,Gadus chalcogrammus,11,Shumagin,1,100,Davidson Bank,WESTERN GOA,SHELF,700,0,959682,0,959682
1,2017-09-25 17:29:30,GOA,2011,21740,walleye pollock,Gadus chalcogrammus,11,Shumagin,1,100,Davidson Bank,WESTERN GOA,SHELF,710,144763,532872,0,677635
1,2017-09-25 17:29:30,GOA,2011,21740,walleye pollock,Gadus chalcogrammus,11,Shumagin,1,100,Davidson Bank,WESTERN GOA,SHELF,720,0,311608,0,311608
1,2017-09-25 17:29:30,GOA,2011,21740,walleye pollock,Gadus chalcogrammus,11,Shumagin,1,100,Davidson Bank,WESTERN GOA,SHELF,730,0,187032,0,187032
1,2017-09-25 17:29:30,GOA,2011,21740,walleye pollock,Gadus chalcogrammus,11,Shumagin,1,100,Davidson Bank,WESTERN GOA,SHELF,740,0,60231,0,60231
1,2017-09-25 17:29:30,GOA,2011,21740,walleye pollock,Gadus chalcogrammus,11,Shumagin,1,100,Davidson Bank,WESTERN GOA,SHELF,760,0,26013,0,26013
1,2017-09-25 17:29:30,GOA,2011,21740,walleye pollock,Gadus chalcogrammus,11,Shumagin,1,100,Davidson Bank,WESTERN GOA,SHELF,770,0,67503,0,67503
1,2017-09-25 17:29:30,GOA,2011,21740,walleye pollock,Gadus chalcogrammus,12,Shumagin,1,100,Lower Alaska Peninsula,WESTERN GOA,SHELF,110,32486,64793,0,97279
1,2017-09-25 17:29:30,GOA,2011,21740,walleye pollock,Gadus chalcogrammus,12,Shumagin,1,100,Lower Alaska Peninsula,WESTERN GOA,SHELF,120,432688,309911,66119,808718
1,2017-09-25 17:29:30,GOA,2011,21740,walleye pollock,Gadus chalcogrammus,12,Shumagin,1,100,Lower Alaska Peninsula,WESTERN GOA,SHELF,130,825580,658104,16218,1499902
1,2017-09-25 17:29:30,GOA,2011,21740,walleye pollock,Gadus chalcogrammus,12,Shumagin,1,100,Lower Alaska Peninsula,WESTERN GOA,SHELF,140,857470,511076,49589,1418136
1,2017-09-25 17:29:30,GOA,2011,21740,walleye pollock,Gadus chalcogrammus,12,Shumagin,1,100,Lower Alaska Peninsula,WESTERN GOA,SHELF,150,231417,282603,16530,530550
1,2017-09-25 17:29:30,GOA,2011,21740,walleye pollock,Gadus chalcogrammus,12,Shumagin,1,100,Lower Alaska Peninsula,WESTERN GOA,SHELF,160,16530,49589,0,66119
1,2017-09-25 17:29:30,GOA,2011,21740,walleye pollock,Gadus chalcogrammus,12,Shumagin,1,100,Lower Alaska Peninsula,WESTERN GOA,SHELF,180,0,33060,0,33060
1,2017-09-25 17:29:30,GOA,2011,21740,walleye pollock,Gadus chalcogrammus,12,Shumagin,1,100,Lower Alaska Peninsula,WESTERN GOA,SHELF,240,16530,16530,0,33060
1,2017-09-25 17:29:30,GOA,2011,21740,walleye pollock,Gadus chalcogrammus,12,Shumagin,1,100,Lower Alaska Peninsula,WESTERN GOA,SHELF,250,16530,33060,0,49589
1,2017-09-25 17:29:30,GOA,2011,21740,walleye pollock,Gadus chalcogrammus,12,Shumagin,1,100,Lower Alaska Peninsula,WESTERN GOA,SHELF,260,32652,97212,0,129864
1,2017-09-25 17:29:30,GOA,2011,21740,walleye pollock,Gadus chalcogrammus,12,Shumagin,1,100,Lower Alaska Peninsula,WESTERN GOA,SHELF,270,64721,166144,0,230865
1,2017-09-25 17:29:30,GOA,2011,21740,walleye pollock,Gadus chalcogrammus,12,Shumagin,1,100,Lower Alaska Peninsula,WESTERN GOA,SHELF,280,97182,48816,0,145998
1,2017-09-25 17:29:30,GOA,2011,21740,walleye pollock,Gadus chalcogrammus,12,Shumagin,1,100,Lower Alaska Peninsula,WESTERN GOA,SHELF,290,97620,31676,0,129296
1,2017-09-25 17:29:30,GOA,2011,21740,walleye pollock,Gadus chalcogrammus,12,Shumagin,1,100,Lower Alaska Peninsula,WESTERN GOA,SHELF,300,33060,15756,0,48816
1,2017-09-25 17:29:30,GOA,2011,21740,walleye pollock,Gadus chalcogrammus,12,Shumagin,1,100,Lower Alaska Peninsula,WESTERN GOA,SHELF,310,48206,16530,0,64736
1,2017-09-25 17:29:30,GOA,2011,21740,walleye pollock,Gadus chalcogrammus,12,Shumagin,1,100,Lower Alaska Peninsula,WESTERN GOA,SHELF,320,0,15920,0,15920
1,2017-09-25 17:29:30,GOA,2011,21740,walleye pollock,Gadus chalcogrammus,12,Shumagin,1,100,Lower Alaska Peninsula,WESTERN GOA,SHELF,330,60690,15920,0,76610
1,2017-09-25 17:29:30,GOA,2011,21740,walleye pollock,Gadus chalcogrammus,12,Shumagin,1,100,Lower Alaska Peninsula,WESTERN GOA,SHELF,340,15756,0,0,15756
1,2017-09-25 17:29:30,GOA,2011,21740,walleye pollock,Gadus chalcogrammus,12,Shumagin,1,100,Lower Alaska Peninsula,WESTERN GOA,SHELF,360,0,13582,0,13582
1,2017-09-25 17:29:30,GOA,2011,21740,walleye pollock,Gadus chalcogrammus,12,Shumagin,1,100,Lower Alaska Peninsula,WESTERN GOA,SHELF,370,16122,129991,0,146113
1,2017-09-25 17:29:30,GOA,2011,21740,walleye pollock,Gadus chalcogrammus,12,Shumagin,1,100,Lower Alaska Peninsula,WESTERN GOA,SHELF,380,145911,143574,0,289485
1,2017-09-25 17:29:30,GOA,2011,21740,walleye pollock,Gadus chalcogrammus,12,Shumagin,1,100,Lower Alaska Peninsula,WESTERN GOA,SHELF,390,404127,312995,0,717122
1,2017-09-25 17:29:30,GOA,2011,21740,walleye pollock,Gadus chalcogrammus,12,Shumagin,1,100,Lower Alaska Peninsula,WESTERN GOA,SHELF,400,414310,478571,0,892880
1,2017-09-25 17:29:30,GOA,2011,21740,walleye pollock,Gadus chalcogrammus,12,Shumagin,1,100,Lower Alaska Peninsula,WESTERN GOA,SHELF,410,566701,847137,0,1413838
1,2017-09-25 17:29:30,GOA,2011,21740,walleye pollock,Gadus chalcogrammus,12,Shumagin,1,100,Lower Alaska Peninsula,WESTERN GOA,SHELF,420,839818,612793,0,1452611
1,2017-09-25 17:29:30,GOA,2011,21740,walleye pollock,Gadus chalcogrammus,12,Shumagin,1,100,Lower Alaska Peninsula,WESTERN GOA,SHELF,430,570331,1205036,0,1775367
1,2017-09-25 17:29:30,GOA,2011,21740,walleye pollock,Gadus chalcogrammus,12,Shumagin,1,100,Lower Alaska Peninsula,WESTERN GOA,SHELF,440,704265,864181,0,1568446
1,2017-09-25 17:29:30,GOA,2011,21740,walleye pollock,Gadus chalcogrammus,12,Shumagin,1,100,Lower Alaska Peninsula,WESTERN GOA,SHELF,450,328775,931470,0,1260245
1,2017-09-25 17:29:30,GOA,2011,21740,walleye pollock,Gadus chalcogrammus,12,Shumagin,1,100,Lower Alaska Peninsula,WESTERN GOA,SHELF,460,339228,558281,0,897509
1,2017-09-25 17:29:30,GOA,2011,21740,walleye pollock,Gadus chalcogrammus,12,Shumagin,1,100,Lower Alaska Peninsula,WESTERN GOA,SHELF,470,269601,873612,0,1143214
1,2017-09-25 17:29:30,GOA,2011,21740,walleye pollock,Gadus chalcogrammus,12,Shumagin,1,100,Lower Alaska Peninsula,WESTERN GOA,SHELF,480,425956,854987,0,1280943
1,2017-09-25 17:29:30,GOA,2011,21740,walleye pollock,Gadus chalcogrammus,12,Shumagin,1,100,Lower Alaska Peninsula,WESTERN GOA,SHELF,490,489515,619451,0,1108966
1,2017-09-25 17:29:30,GOA,2011,21740,walleye pollock,Gadus chalcogrammus,12,Shumagin,1,100,Lower Alaska Peninsula,WESTERN GOA,SHELF,500,279032,799422,0,1078455
1,2017-09-25 17:29:30,GOA,2011,21740,walleye pollock,Gadus chalcogrammus,12,Shumagin,1,100,Lower Alaska Peninsula,WESTERN GOA,SHELF,510,394106,589661,0,983767
1,2017-09-25 17:29:30,GOA,2011,21740,walleye pollock,Gadus chalcogrammus,12,Shumagin,1,100,Lower Alaska Peninsula,WESTERN GOA,SHELF,520,247326,496020,0,743346
1,2017-09-25 17:29:30,GOA,2011,21740,walleye pollock,Gadus chalcogrammus,12,Shumagin,1,100,Lower Alaska Peninsula,WESTERN GOA,SHELF,530,289700,415416,0,705116
1,2017-09-25 17:29:30,GOA,2011,21740,walleye pollock,Gadus chalcogrammus,12,Shumagin,1,100,Lower Alaska Peninsula,WESTERN GOA,SHELF,540,132713,337193,0,469906
1,2017-09-25 17:29:30,GOA,2011,21740,walleye pollock,Gadus chalcogrammus,12,Shumagin,1,100,Lower Alaska Peninsula,WESTERN GOA,SHELF,550,469546,539585,0,1009131
1,2017-09-25 17:29:30,GOA,2011,21740,walleye pollock,Gadus chalcogrammus,12,Shumagin,1,100,Lower Alaska Peninsula,WESTERN GOA,SHELF,560,802545,494652,0,1297197
1,2017-09-25 17:29:30,GOA,2011,21740,walleye pollock,Gadus chalcogrammus,12,Shumagin,1,100,Lower Alaska Peninsula,WESTERN GOA,SHELF,570,811884,373745,0,1185629
1,2017-09-25 17:29:30,GOA,2011,21740,walleye pollock,Gadus chalcogrammus,12,Shumagin,1,100,Lower Alaska Peninsula,WESTERN GOA,SHELF,580,683905,370560,0,1054465
1,2017-09-25 17:29:30,GOA,2011,21740,walleye pollock,Gadus chalcogrammus,12,Shumagin,1,100,Lower Alaska Peninsula,WESTERN GOA,SHELF,590,849779,706129,0,1555908
1,2017-09-25 17:29:30,GOA,2011,21740,walleye pollock,Gadus chalcogrammus,12,Shumagin,1,100,Lower Alaska Peninsula,WESTERN GOA,SHELF,600,1375844,516596,0,1892440
1,2017-09-25 17:29:30,GOA,2011,21740,walleye pollock,Gadus chalcogrammus,12,Shumagin,1,100,Lower Alaska Peninsula,WESTERN GOA,SHELF,610,1747895,891556,0,2639451
1,2017-09-25 17:29:30,GOA,2011,21740,walleye pollock,Gadus chalcogrammus,12,Shumagin,1,100,Lower Alaska Peninsula,WESTERN GOA,SHELF,620,1299686,549440,0,1849127
1,2017-09-25 17:29:30,GOA,2011,21740,walleye pollock,Gadus chalcogrammus,12,Shumagin,1,100,Lower Alaska Peninsula,WESTERN GOA,SHELF,630,1275348,215142,0,1490490
1,2017-09-25 17:29:30,GOA,2011,21740,walleye pollock,Gadus chalcogrammus,12,Shumagin,1,100,Lower Alaska Peninsula,WESTERN GOA,SHELF,640,1016813,127725,0,1144538
1,2017-09-25 17:29:30,GOA,2011,21740,walleye pollock,Gadus chalcogrammus,12,Shumagin,1,100,Lower Alaska Peninsula,WESTERN GOA,SHELF,650,725892,160990,0,886882
1,2017-09-25 17:29:30,GOA,2011,21740,walleye pollock,Gadus chalcogrammus,12,Shumagin,1,100,Lower Alaska Peninsula,WESTERN GOA,SHELF,660,440293,243052,0,683345
1,2017-09-25 17:29:30,GOA,2011,21740,walleye pollock,Gadus chalcogrammus,12,Shumagin,1,100,Lower Alaska Peninsula,WESTERN GOA,SHELF,670,290338,16218,0,306556
1,2017-09-25 17:29:30,GOA,2011,21740,walleye pollock,Gadus chalcogrammus,12,Shumagin,1,100,Lower Alaska Peninsula,WESTERN GOA,SHELF,680,119884,101446,0,221330
1,2017-09-25 17:29:30,GOA,2011,21740,walleye pollock,Gadus chalcogrammus,12,Shumagin,1,100,Lower Alaska Peninsula,WESTERN GOA,SHELF,690,31501,120858,0,152359
1,2017-09-25 17:29:30,GOA,2011,21740,walleye pollock,Gadus chalcogrammus,12,Shumagin,1,100,Lower Alaska Peninsula,WESTERN GOA,SHELF,700,39826,104107,0,143933
1,2017-09-25 17:29:30,GOA,2011,21740,walleye pollock,Gadus chalcogrammus,12,Shumagin,1,100,Lower Alaska Peninsula,WESTERN GOA,SHELF,710,65585,39111,0,104696
1,2017-09-25 17:29:30,GOA,2011,21740,walleye pollock,Gadus chalcogrammus,12,Shumagin,1,100,Lower Alaska Peninsula,WESTERN GOA,SHELF,730,0,39111,0,39111
1,2017-09-25 17:29:30,GOA,2011,21740,walleye pollock,Gadus chalcogrammus,12,Shumagin,1,100,Lower Alaska Peninsula,WESTERN GOA,SHELF,770,0,18557,0,18557
1,2017-09-25 17:29:30,GOA,2011,21740,walleye pollock,Gadus chalcogrammus,13,Shumagin,1,100,Shumagin Bank,WESTERN GOA,SHELF,110,15718,15718,0,31435
1,2017-09-25 17:29:30,GOA,2011,21740,walleye pollock,Gadus chalcogrammus,13,Shumagin,1,100,Shumagin Bank,WESTERN GOA,SHELF,120,271254,126225,0,397479
1,2017-09-25 17:29:30,GOA,2011,21740,walleye pollock,Gadus chalcogrammus,13,Shumagin,1,100,Shumagin Bank,WESTERN GOA,SHELF,130,1194508,1467954,0,2662462
1,2017-09-25 17:29:30,GOA,2011,21740,walleye pollock,Gadus chalcogrammus,13,Shumagin,1,100,Shumagin Bank,WESTERN GOA,SHELF,140,2710712,2606629,0,5317341
1,2017-09-25 17:29:30,GOA,2011,21740,walleye pollock,Gadus chalcogrammus,13,Shumagin,1,100,Shumagin Bank,WESTERN GOA,SHELF,150,1956228,1746142,0,3702370
1,2017-09-25 17:29:30,GOA,2011,21740,walleye pollock,Gadus chalcogrammus,13,Shumagin,1,100,Shumagin Bank,WESTERN GOA,SHELF,160,240873,997435,0,1238309
1,2017-09-25 17:29:30,GOA,2011,21740,walleye pollock,Gadus chalcogrammus,13,Shumagin,1,100,Shumagin Bank,WESTERN GOA,SHELF,170,17834,204301,0,222135
1,2017-09-25 17:29:30,GOA,2011,21740,walleye pollock,Gadus chalcogrammus,13,Shumagin,1,100,Shumagin Bank,WESTERN GOA,SHELF,180,0,15718,0,15718
1,2017-09-25 17:29:30,GOA,2011,21740,walleye pollock,Gadus chalcogrammus,13,Shumagin,1,100,Shumagin Bank,WESTERN GOA,SHELF,240,47153,47153,0,94306
1,2017-09-25 17:29:30,GOA,2011,21740,walleye pollock,Gadus chalcogrammus,13,Shumagin,1,100,Shumagin Bank,WESTERN GOA,SHELF,250,110260,94306,0,204566
1,2017-09-25 17:29:30,GOA,2011,21740,walleye pollock,Gadus chalcogrammus,13,Shumagin,1,100,Shumagin Bank,WESTERN GOA,SHELF,260,125742,235766,0,361507
1,2017-09-25 17:29:30,GOA,2011,21740,walleye pollock,Gadus chalcogrammus,13,Shumagin,1,100,Shumagin Bank,WESTERN GOA,SHELF,270,188613,188613,0,377225
1,2017-09-25 17:29:30,GOA,2011,21740,walleye pollock,Gadus chalcogrammus,13,Shumagin,1,100,Shumagin Bank,WESTERN GOA,SHELF,280,283391,267437,0,550828
1,2017-09-25 17:29:30,GOA,2011,21740,walleye pollock,Gadus chalcogrammus,13,Shumagin,1,100,Shumagin Bank,WESTERN GOA,SHELF,290,346261,220284,0,566545
1,2017-09-25 17:29:30,GOA,2011,21740,walleye pollock,Gadus chalcogrammus,13,Shumagin,1,100,Shumagin Bank,WESTERN GOA,SHELF,300,78824,409368,0,488193
1,2017-09-25 17:29:30,GOA,2011,21740,walleye pollock,Gadus chalcogrammus,13,Shumagin,1,100,Shumagin Bank,WESTERN GOA,SHELF,310,141931,236237,0,378169
1,2017-09-25 17:29:30,GOA,2011,21740,walleye pollock,Gadus chalcogrammus,13,Shumagin,1,100,Shumagin Bank,WESTERN GOA,SHELF,320,64950,63107,0,128056
1,2017-09-25 17:29:30,GOA,2011,21740,walleye pollock,Gadus chalcogrammus,13,Shumagin,1,100,Shumagin Bank,WESTERN GOA,SHELF,330,96846,114182,0,211028
1,2017-09-25 17:29:30,GOA,2011,21740,walleye pollock,Gadus chalcogrammus,13,Shumagin,1,100,Shumagin Bank,WESTERN GOA,SHELF,340,31435,15718,0,47153
1,2017-09-25 17:29:30,GOA,2011,21740,walleye pollock,Gadus chalcogrammus,13,Shumagin,1,100,Shumagin Bank,WESTERN GOA,SHELF,370,94778,63212,0,157990
1,2017-09-25 17:29:30,GOA,2011,21740,walleye pollock,Gadus chalcogrammus,13,Shumagin,1,100,Shumagin Bank,WESTERN GOA,SHELF,380,128398,254847,0,383245
1,2017-09-25 17:29:30,GOA,2011,21740,walleye pollock,Gadus chalcogrammus,13,Shumagin,1,100,Shumagin Bank,WESTERN GOA,SHELF,390,774048,904644,0,1678692
1,2017-09-25 17:29:30,GOA,2011,21740,walleye pollock,Gadus chalcogrammus,13,Shumagin,1,100,Shumagin Bank,WESTERN GOA,SHELF,400,1252377,952139,0,2204516
1,2017-09-25 17:29:30,GOA,2011,21740,walleye pollock,Gadus chalcogrammus,13,Shumagin,1,100,Shumagin Bank,WESTERN GOA,SHELF,410,608070,1228832,0,1836902
1,2017-09-25 17:29:30,GOA,2011,21740,walleye pollock,Gadus chalcogrammus,13,Shumagin,1,100,Shumagin Bank,WESTERN GOA,SHELF,420,1186387,1441553,0,2627939
1,2017-09-25 17:29:30,GOA,2011,21740,walleye pollock,Gadus chalcogrammus,13,Shumagin,1,100,Shumagin Bank,WESTERN GOA,SHELF,430,1260886,592327,0,1853213
1,2017-09-25 17:29:30,GOA,2011,21740,walleye pollock,Gadus chalcogrammus,13,Shumagin,1,100,Shumagin Bank,WESTERN GOA,SHELF,440,746382,864617,0,1610999
1,2017-09-25 17:29:30,GOA,2011,21740,walleye pollock,Gadus chalcogrammus,13,Shumagin,1,100,Shumagin Bank,WESTERN GOA,SHELF,450,966612,507422,0,1474034
1,2017-09-25 17:29:30,GOA,2011,21740,walleye pollock,Gadus chalcogrammus,13,Shumagin,1,100,Shumagin Bank,WESTERN GOA,SHELF,460,380802,341799,0,722601
1,2017-09-25 17:29:30,GOA,2011,21740,walleye pollock,Gadus chalcogrammus,13,Shumagin,1,100,Shumagin Bank,WESTERN GOA,SHELF,470,359227,284021,0,643248
1,2017-09-25 17:29:30,GOA,2011,21740,walleye pollock,Gadus chalcogrammus,13,Shumagin,1,100,Shumagin Bank,WESTERN GOA,SHELF,480,680698,433863,0,1114561
1,2017-09-25 17:29:30,GOA,2011,21740,walleye pollock,Gadus chalcogrammus,13,Shumagin,1,100,Shumagin Bank,WESTERN GOA,SHELF,490,219627,435924,0,655552
1,2017-09-25 17:29:30,GOA,2011,21740,walleye pollock,Gadus chalcogrammus,13,Shumagin,1,100,Shumagin Bank,WESTERN GOA,SHELF,500,252375,552139,0,804514
1,2017-09-25 17:29:30,GOA,2011,21740,walleye pollock,Gadus chalcogrammus,13,Shumagin,1,100,Shumagin Bank,WESTERN GOA,SHELF,510,678644,1027245,0,1705889
1,2017-09-25 17:29:30,GOA,2011,21740,walleye pollock,Gadus chalcogrammus,13,Shumagin,1,100,Shumagin Bank,WESTERN GOA,SHELF,520,396545,940535,0,1337080
1,2017-09-25 17:29:30,GOA,2011,21740,walleye pollock,Gadus chalcogrammus,13,Shumagin,1,100,Shumagin Bank,WESTERN GOA,SHELF,530,676263,1390222,0,2066484
1,2017-09-25 17:29:30,GOA,2011,21740,walleye pollock,Gadus chalcogrammus,13,Shumagin,1,100,Shumagin Bank,WESTERN GOA,SHELF,540,301818,1230228,0,1532046
1,2017-09-25 17:29:30,GOA,2011,21740,walleye pollock,Gadus chalcogrammus,13,Shumagin,1,100,Shumagin Bank,WESTERN GOA,SHELF,550,437708,1143599,0,1581307
1,2017-09-25 17:29:30,GOA,2011,21740,walleye pollock,Gadus chalcogrammus,13,Shumagin,1,100,Shumagin Bank,WESTERN GOA,SHELF,560,556064,520573,0,1076637
1,2017-09-25 17:29:30,GOA,2011,21740,walleye pollock,Gadus chalcogrammus,13,Shumagin,1,100,Shumagin Bank,WESTERN GOA,SHELF,570,391768,1127776,0,1519544
1,2017-09-25 17:29:30,GOA,2011,21740,walleye pollock,Gadus chalcogrammus,13,Shumagin,1,100,Shumagin Bank,WESTERN GOA,SHELF,580,677594,506672,0,1184266
1,2017-09-25 17:29:30,GOA,2011,21740,walleye pollock,Gadus chalcogrammus,13,Shumagin,1,100,Shumagin Bank,WESTERN GOA,SHELF,590,513402,956278,0,1469680
1,2017-09-25 17:29:30,GOA,2011,21740,walleye pollock,Gadus chalcogrammus,13,Shumagin,1,100,Shumagin Bank,WESTERN GOA,SHELF,600,811731,845677,0,1657407
1,2017-09-25 17:29:30,GOA,2011,21740,walleye pollock,Gadus chalcogrammus,13,Shumagin,1,100,Shumagin Bank,WESTERN GOA,SHELF,610,745303,962030,0,1707333
1,2017-09-25 17:29:30,GOA,2011,21740,walleye pollock,Gadus chalcogrammus,13,Shumagin,1,100,Shumagin Bank,WESTERN GOA,SHELF,620,473103,1194803,0,1667907
1,2017-09-25 17:29:30,GOA,2011,21740,walleye pollock,Gadus chalcogrammus,13,Shumagin,1,100,Shumagin Bank,WESTERN GOA,SHELF,630,762892,717804,0,1480696
1,2017-09-25 17:29:30,GOA,2011,21740,walleye pollock,Gadus chalcogrammus,13,Shumagin,1,100,Shumagin Bank,WESTERN GOA,SHELF,640,838002,473103,0,1311106
1,2017-09-25 17:29:30,GOA,2011,21740,walleye pollock,Gadus chalcogrammus,13,Shumagin,1,100,Shumagin Bank,WESTERN GOA,SHELF,650,656514,1064483,0,1720997
1,2017-09-25 17:29:30,GOA,2011,21740,walleye pollock,Gadus chalcogrammus,13,Shumagin,1,100,Shumagin Bank,WESTERN GOA,SHELF,660,254297,1336577,0,1590874
1,2017-09-25 17:29:30,GOA,2011,21740,walleye pollock,Gadus chalcogrammus,13,Shumagin,1,100,Shumagin Bank,WESTERN GOA,SHELF,670,0,491460,0,491460
1,2017-09-25 17:29:30,GOA,2011,21740,walleye pollock,Gadus chalcogrammus,13,Shumagin,1,100,Shumagin Bank,WESTERN GOA,SHELF,680,118276,745147,0,863422
1,2017-09-25 17:29:30,GOA,2011,21740,walleye pollock,Gadus chalcogrammus,13,Shumagin,1,100,Shumagin Bank,WESTERN GOA,SHELF,690,0,473103,0,473103
1,2017-09-25 17:29:30,GOA,2011,21740,walleye pollock,Gadus chalcogrammus,13,Shumagin,1,100,Shumagin Bank,WESTERN GOA,SHELF,700,0,354828,0,354828
1,2017-09-25 17:29:30,GOA,2011,21740,walleye pollock,Gadus chalcogrammus,13,Shumagin,1,100,Shumagin Bank,WESTERN GOA,SHELF,710,0,236552,0,236552
1,2017-09-25 17:29:30,GOA,2011,21740,walleye pollock,Gadus chalcogrammus,13,Shumagin,1,100,Shumagin Bank,WESTERN GOA,SHELF,720,18719,0,0,18719
1,2017-09-25 17:29:30,GOA,2011,21740,walleye pollock,Gadus chalcogrammus,13,Shumagin,1,100,Shumagin Bank,WESTERN GOA,SHELF,730,0,118276,0,118276
1,2017-09-25 17:29:30,GOA,2011,21740,walleye pollock,Gadus chalcogrammus,13,Shumagin,1,100,Shumagin Bank,WESTERN GOA,SHELF,780,0,118276,0,118276
1,2017-09-25 17:29:30,GOA,2011,21740,walleye pollock,Gadus chalcogrammus,20,Chirikof,1,100,Upper Alaska Peninsula,CENTRAL GOA,SHELF,100,0,0,42511,42511
1,2017-09-25 17:29:30,GOA,2011,21740,walleye pollock,Gadus chalcogrammus,20,Chirikof,1,100,Upper Alaska Peninsula,CENTRAL GOA,SHELF,110,0,0,170044,170044
1,2017-09-25 17:29:30,GOA,2011,21740,walleye pollock,Gadus chalcogrammus,20,Chirikof,1,100,Upper Alaska Peninsula,CENTRAL GOA,SHELF,120,85022,127533,417391,629946
1,2017-09-25 17:29:30,GOA,2011,21740,walleye pollock,Gadus chalcogrammus,20,Chirikof,1,100,Upper Alaska Peninsula,CENTRAL GOA,SHELF,130,189886,429650,623192,1242728
1,2017-09-25 17:29:30,GOA,2011,21740,walleye pollock,Gadus chalcogrammus,20,Chirikof,1,100,Upper Alaska Peninsula,CENTRAL GOA,SHELF,140,387408,217095,514048,1118551
1,2017-09-25 17:29:30,GOA,2011,21740,walleye pollock,Gadus chalcogrammus,20,Chirikof,1,100,Upper Alaska Peninsula,CENTRAL GOA,SHELF,150,563858,749751,95182,1408790
1,2017-09-25 17:29:30,GOA,2011,21740,walleye pollock,Gadus chalcogrammus,20,Chirikof,1,100,Upper Alaska Peninsula,CENTRAL GOA,SHELF,160,375845,438191,42511,856547
1,2017-09-25 17:29:30,GOA,2011,21740,walleye pollock,Gadus chalcogrammus,20,Chirikof,1,100,Upper Alaska Peninsula,CENTRAL GOA,SHELF,170,189986,103432,0,293418
1,2017-09-25 17:29:30,GOA,2011,21740,walleye pollock,Gadus chalcogrammus,20,Chirikof,1,100,Upper Alaska Peninsula,CENTRAL GOA,SHELF,180,112683,53202,0,165885
1,2017-09-25 17:29:30,GOA,2011,21740,walleye pollock,Gadus chalcogrammus,20,Chirikof,1,100,Upper Alaska Peninsula,CENTRAL GOA,SHELF,190,0,42511,0,42511
1,2017-09-25 17:29:30,GOA,2011,21740,walleye pollock,Gadus chalcogrammus,20,Chirikof,1,100,Upper Alaska Peninsula,CENTRAL GOA,SHELF,200,60390,69584,0,129974
1,2017-09-25 17:29:30,GOA,2011,21740,walleye pollock,Gadus chalcogrammus,20,Chirikof,1,100,Upper Alaska Peninsula,CENTRAL GOA,SHELF,210,34792,0,0,34792
1,2017-09-25 17:29:30,GOA,2011,21740,walleye pollock,Gadus chalcogrammus,20,Chirikof,1,100,Upper Alaska Peninsula,CENTRAL GOA,SHELF,220,139168,104376,0,243545
1,2017-09-25 17:29:30,GOA,2011,21740,walleye pollock,Gadus chalcogrammus,20,Chirikof,1,100,Upper Alaska Peninsula,CENTRAL GOA,SHELF,230,42511,34792,0,77303
1,2017-09-25 17:29:30,GOA,2011,21740,walleye pollock,Gadus chalcogrammus,20,Chirikof,1,100,Upper Alaska Peninsula,CENTRAL GOA,SHELF,240,119814,69584,0,189398
1,2017-09-25 17:29:30,GOA,2011,21740,walleye pollock,Gadus chalcogrammus,20,Chirikof,1,100,Upper Alaska Peninsula,CENTRAL GOA,SHELF,250,34792,266405,0,301197
1,2017-09-25 17:29:30,GOA,2011,21740,walleye pollock,Gadus chalcogrammus,20,Chirikof,1,100,Upper Alaska Peninsula,CENTRAL GOA,SHELF,260,266004,90695,0,356698
1,2017-09-25 17:29:30,GOA,2011,21740,walleye pollock,Gadus chalcogrammus,20,Chirikof,1,100,Upper Alaska Peninsula,CENTRAL GOA,SHELF,270,555268,190567,0,745835
1,2017-09-25 17:29:30,GOA,2011,21740,walleye pollock,Gadus chalcogrammus,20,Chirikof,1,100,Upper Alaska Peninsula,CENTRAL GOA,SHELF,280,392071,406197,0,798268
1,2017-09-25 17:29:30,GOA,2011,21740,walleye pollock,Gadus chalcogrammus,20,Chirikof,1,100,Upper Alaska Peninsula,CENTRAL GOA,SHELF,290,571798,485510,0,1057308
1,2017-09-25 17:29:30,GOA,2011,21740,walleye pollock,Gadus chalcogrammus,20,Chirikof,1,100,Upper Alaska Peninsula,CENTRAL GOA,SHELF,300,492060,331776,0,823836
1,2017-09-25 17:29:30,GOA,2011,21740,walleye pollock,Gadus chalcogrammus,20,Chirikof,1,100,Upper Alaska Peninsula,CENTRAL GOA,SHELF,310,376039,462824,0,838863
1,2017-09-25 17:29:30,GOA,2011,21740,walleye pollock,Gadus chalcogrammus,20,Chirikof,1,100,Upper Alaska Peninsula,CENTRAL GOA,SHELF,320,308619,421011,0,729630
1,2017-09-25 17:29:30,GOA,2011,21740,walleye pollock,Gadus chalcogrammus,20,Chirikof,1,100,Upper Alaska Peninsula,CENTRAL GOA,SHELF,330,347317,680865,0,1028182
1,2017-09-25 17:29:30,GOA,2011,21740,walleye pollock,Gadus chalcogrammus,20,Chirikof,1,100,Upper Alaska Peninsula,CENTRAL GOA,SHELF,340,672589,625544,0,1298133
1,2017-09-25 17:29:30,GOA,2011,21740,walleye pollock,Gadus chalcogrammus,20,Chirikof,1,100,Upper Alaska Peninsula,CENTRAL GOA,SHELF,350,782068,580753,0,1362820
